"","imd","job_status","english_lang","uk_born","gross_income","qualification","own_home","workingstatus","ethnicity","sex","age","p_age","p_sex","p_ethn","p_workstatus","p_own_home","p_qual","p_income","p_uk","p_english","p_job","p_imd","product_p"
"5091","4","higher","No","Yes","<10000","<=Level 1","No","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.65,0.43,0.1,0.463,0.3463,0.167,0.198680164399531,1.07248238206371e-05
"5092","4","lower","No","No","<10000",">=level 2","Yes","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.35,0.57,0.1,0.553,0.3463,0.557,0.198680164399531,1.53423985984875e-05
"5093","4","intermediate","Yes","Yes",">=10000","<=Level 1","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.43,0.9,0.463,0.6537,0.276,0.198680164399531,0.000134816278377087
"5094","4","higher","Yes","Yes","<10000",">=level 2","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.57,0.1,0.463,0.6537,0.167,0.198680164399531,1.15012693629295e-05
"5095","4","intermediate","No","Yes",">=10000","<=Level 1","Yes","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.35,0.43,0.9,0.463,0.3463,0.276,0.198680164399531,0.000105337678274251
"5096","4","intermediate","Yes","No","<10000","<=Level 1","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.43,0.1,0.553,0.6537,0.276,0.198680164399531,9.6338227759817e-06
"5097","4","lower","No","Yes",">=10000",">=level 2","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.57,0.9,0.463,0.3463,0.557,0.198680164399531,0.000182894655539379
"5098","4","lower","No","Yes","<10000",">=level 2","No","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.65,0.57,0.1,0.463,0.3463,0.557,0.198680164399531,0.000103375240087475
"5099","4","higher","Yes","No",">=10000",">=level 2","Yes","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.35,0.57,0.9,0.553,0.6537,0.167,0.198680164399531,0.000102570471645497
"5100","4","higher","Yes","No","<10000",">=level 2","No","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.65,0.57,0.1,0.553,0.6537,0.167,0.198680164399531,1.61259698429806e-05
"5101","4","intermediate","No","No","<10000","<=Level 1","Yes","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.35,0.43,0.1,0.553,0.3463,0.276,0.198680164399531,1.19082911586646e-05
"5102","4","intermediate","Yes","No",">=10000",">=level 2","No","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.65,0.57,0.9,0.553,0.6537,0.276,0.198680164399531,0.00049804623327924
"5103","4","intermediate","Yes","Yes","<10000",">=level 2","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.57,0.1,0.463,0.6537,0.276,0.198680164399531,5.43899849064285e-05
"5104","4","higher","Yes","Yes",">=10000",">=level 2","No","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.65,0.57,0.9,0.463,0.6537,0.167,0.198680164399531,0.000121513411095298
"5105","4","higher","Yes","Yes","<10000",">=level 2","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.57,0.1,0.463,0.6537,0.167,0.198680164399531,6.46946401664783e-06
"5106","4","lower","No","No","<10000","<=Level 1","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.43,0.1,0.553,0.3463,0.557,0.198680164399531,1.83103331273325e-05
"5107","4","higher","Yes","Yes","<10000",">=level 2","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.57,0.1,0.463,0.6537,0.167,0.198680164399531,1.35014901216998e-05
"5108","4","intermediate","No","Yes",">=10000","<=Level 1","Yes","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.35,0.43,0.9,0.463,0.3463,0.276,0.198680164399531,8.58973913372811e-05
"5109","4","higher","Yes","Yes",">=10000","<=Level 1","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.43,0.9,0.463,0.6537,0.167,0.198680164399531,5.15632566818865e-05
"5110","4","higher","No","No",">=10000","<=Level 1","No","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.65,0.43,0.9,0.553,0.3463,0.167,0.198680164399531,7.61263962680797e-05
"5111","4","lower","No","Yes","<10000","<=Level 1","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.43,0.1,0.463,0.3463,0.557,0.198680164399531,2.26109862830178e-05
"5112","4","higher","No","Yes",">=10000",">=level 2","Yes","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.35,0.57,0.9,0.463,0.3463,0.167,0.198680164399531,0.000150201754034018
"5113","4","intermediate","Yes","No",">=10000","<=Level 1","Yes","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.35,0.43,0.9,0.553,0.6537,0.276,0.198680164399531,0.000193664539906914
"5114","4","intermediate","Yes","No",">=10000","<=Level 1","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.43,0.9,0.553,0.6537,0.276,0.198680164399531,0.000441061538396032
"5115","4","higher","No","Yes",">=10000",">=level 2","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.57,0.9,0.463,0.3463,0.167,0.198680164399531,2.95268405366019e-05
"5116","4","higher","No","Yes",">=10000","<=Level 1","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.43,0.9,0.463,0.3463,0.167,0.198680164399531,2.32690373965608e-05
"5117","4","lower","Yes","No","<10000",">=level 2","Yes","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.35,0.57,0.1,0.553,0.6537,0.557,0.198680164399531,1.38773280132904e-05
"5118","4","intermediate","Yes","Yes","<10000","<=Level 1","Yes","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.35,0.43,0.1,0.463,0.6537,0.276,0.198680164399531,1.8016210965823e-05
"5119","4","higher","Yes","No",">=10000",">=level 2","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.57,0.9,0.553,0.6537,0.167,0.198680164399531,8.16377223300892e-05
"5120","4","intermediate","Yes","Yes",">=10000","<=Level 1","Yes","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.35,0.43,0.9,0.463,0.6537,0.276,0.198680164399531,0.000198842738342125
"5121","4","lower","No","No",">=10000","<=Level 1","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.43,0.9,0.553,0.3463,0.557,0.198680164399531,9.26960614571209e-05
"5122","4","lower","No","No",">=10000","<=Level 1","Yes","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.35,0.43,0.9,0.553,0.3463,0.557,0.198680164399531,0.000104166811537099
"5123","4","higher","No","No","<10000",">=level 2","No","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.65,0.57,0.1,0.553,0.3463,0.167,0.198680164399531,1.35147878913974e-05
"5124","4","lower","Yes","No",">=10000","<=Level 1","No","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.65,0.43,0.9,0.553,0.6537,0.557,0.198680164399531,0.000678181578706942
"5125","4","higher","No","No","<10000","<=Level 1","Yes","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.35,0.43,0.1,0.553,0.3463,0.167,0.198680164399531,1.50373128430775e-05
"5126","4","intermediate","No","No",">=10000","<=Level 1","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.43,0.9,0.553,0.3463,0.276,0.198680164399531,0.000190532658538634
"5127","4","lower","No","Yes","<10000","<=Level 1","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.43,0.1,0.463,0.3463,0.557,0.198680164399531,8.62332257477335e-06
"5128","4","lower","No","Yes","<10000","<=Level 1","Yes","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.35,0.43,0.1,0.463,0.3463,0.557,0.198680164399531,4.64332754026257e-06
"5129","4","higher","No","No",">=10000",">=level 2","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.57,0.9,0.553,0.3463,0.167,0.198680164399531,3.52663991722264e-05
"5130","4","intermediate","Yes","Yes","<10000",">=level 2","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.57,0.1,0.463,0.6537,0.276,0.198680164399531,1.90080858932248e-05
"5131","4","lower","No","No",">=10000","<=Level 1","No","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.65,0.43,0.9,0.553,0.3463,0.557,0.198680164399531,0.00019345264999747
"5132","4","lower","No","Yes","<10000",">=level 2","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.57,0.1,0.463,0.3463,0.557,0.198680164399531,2.99727027472561e-05
"5133","4","intermediate","Yes","No",">=10000",">=level 2","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.57,0.9,0.553,0.6537,0.276,0.198680164399531,0.00030136473904625
"5134","4","intermediate","Yes","No",">=10000",">=level 2","Yes","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.35,0.57,0.9,0.553,0.6537,0.276,0.198680164399531,0.000268178740996514
"5135","4","intermediate","Yes","No","<10000","<=Level 1","No","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.65,0.43,0.1,0.553,0.6537,0.276,0.198680164399531,2.63882971689933e-05
"5136","4","higher","No","No",">=10000","<=Level 1","Yes","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.35,0.43,0.9,0.553,0.3463,0.167,0.198680164399531,5.80010638232988e-05
"5137","4","intermediate","No","Yes","<10000",">=level 2","No","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.65,0.57,0.1,0.463,0.3463,0.276,0.198680164399531,2.34957427024457e-05
"5138","4","higher","No","No",">=10000","<=Level 1","Yes","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.35,0.43,0.9,0.553,0.3463,0.167,0.198680164399531,3.12313420586994e-05
"5139","4","lower","No","No",">=10000",">=level 2","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.57,0.9,0.553,0.3463,0.557,0.198680164399531,0.000144245943966137
"5140","4","lower","Yes","No","<10000",">=level 2","No","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.65,0.57,0.1,0.553,0.6537,0.557,0.198680164399531,0.000125499314207148
"5141","4","higher","No","Yes",">=10000","<=Level 1","No","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.65,0.43,0.9,0.463,0.3463,0.167,0.198680164399531,0.00011331009514847
"5142","4","intermediate","Yes","Yes","<10000","<=Level 1","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.43,0.1,0.463,0.6537,0.276,0.198680164399531,1.01341186682755e-05
"5143","4","intermediate","Yes","No","<10000","<=Level 1","Yes","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.35,0.43,0.1,0.553,0.6537,0.276,0.198680164399531,1.08259680693306e-05
"5144","4","intermediate","No","No",">=10000",">=level 2","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.57,0.9,0.553,0.3463,0.276,0.198680164399531,0.000108242806013643
"5145","4","intermediate","No","Yes","<10000",">=level 2","Yes","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.35,0.57,0.1,0.463,0.3463,0.276,0.198680164399531,7.11649899160614e-06
"5146","4","intermediate","No","No","<10000","<=Level 1","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.43,0.1,0.553,0.3463,0.276,0.198680164399531,2.59615540167161e-05
"5147","4","lower","No","Yes","<10000",">=level 2","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.57,0.1,0.463,0.3463,0.557,0.198680164399531,1.14309159712112e-05
"5148","4","intermediate","Yes","No",">=10000",">=level 2","No","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.65,0.57,0.9,0.553,0.6537,0.276,0.198680164399531,0.000559677372514464
"5149","4","intermediate","Yes","No",">=10000",">=level 2","No","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.65,0.57,0.9,0.553,0.6537,0.276,0.198680164399531,0.000268178740996514
"5150","4","intermediate","Yes","Yes","<10000","<=Level 1","Yes","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.35,0.43,0.1,0.463,0.6537,0.276,0.198680164399531,2.20936375935695e-05
"5151","4","higher","No","No","<10000",">=level 2","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.57,0.1,0.553,0.3463,0.167,0.198680164399531,4.80532069466284e-06
"5152","4","intermediate","No","No",">=10000",">=level 2","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.57,0.9,0.553,0.3463,0.276,0.198680164399531,0.000252566547365166
"5153","4","higher","Yes","No","<10000",">=level 2","No","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.65,0.57,0.1,0.553,0.6537,0.167,0.198680164399531,3.76272629669547e-05
"5154","4","intermediate","Yes","Yes",">=10000",">=level 2","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.57,0.9,0.463,0.6537,0.276,0.198680164399531,0.000489509864157857
"5155","4","higher","Yes","No",">=10000",">=level 2","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.57,0.9,0.553,0.6537,0.167,0.198680164399531,0.000151612912898737
"5156","4","intermediate","No","No",">=10000",">=level 2","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.57,0.9,0.553,0.3463,0.276,0.198680164399531,6.0886578382674e-05
"5157","4","intermediate","No","No","<10000","<=Level 1","No","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.65,0.43,0.1,0.553,0.3463,0.276,0.198680164399531,1.68498269455935e-05
"5158","4","lower","Yes","Yes",">=10000","<=Level 1","No","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.65,0.43,0.9,0.463,0.6537,0.557,0.198680164399531,0.000634841388154907
"5159","4","intermediate","No","No",">=10000","<=Level 1","No","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.65,0.43,0.9,0.553,0.3463,0.276,0.198680164399531,5.39201506501026e-05
"5160","4","intermediate","No","Yes","<10000",">=level 2","No","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.65,0.57,0.1,0.463,0.3463,0.276,0.198680164399531,1.55148518388432e-05
"5161","4","intermediate","No","Yes",">=10000",">=level 2","Yes","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.35,0.57,0.9,0.463,0.3463,0.276,0.198680164399531,0.000139633666549589
"5162","4","higher","Yes","Yes",">=10000",">=level 2","No","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.65,0.57,0.9,0.463,0.6537,0.167,0.198680164399531,0.000241526656621519
"5163","4","intermediate","Yes","No",">=10000","<=Level 1","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.43,0.9,0.553,0.6537,0.276,0.198680164399531,0.000154141164415707
"5164","4","higher","No","Yes",">=10000",">=level 2","No","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.65,0.57,0.9,0.463,0.3463,0.167,0.198680164399531,0.000119548334843402
"5165","4","higher","No","No","<10000",">=level 2","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.57,0.1,0.553,0.3463,0.167,0.198680164399531,7.27719347998323e-06
"5166","4","lower","Yes","Yes",">=10000","<=Level 1","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.43,0.9,0.463,0.6537,0.557,0.198680164399531,0.000146501858804979
"5167","4","lower","No","Yes","<10000",">=level 2","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.57,0.1,0.463,0.3463,0.557,0.198680164399531,5.81485725492047e-05
"5168","4","lower","No","Yes",">=10000",">=level 2","Yes","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.35,0.57,0.9,0.463,0.3463,0.557,0.198680164399531,5.53959773989465e-05
"5169","4","lower","Yes","No","<10000","<=Level 1","Yes","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.35,0.43,0.1,0.553,0.6537,0.557,0.198680164399531,5.32546431997438e-05
"5170","4","lower","No","Yes","<10000","<=Level 1","No","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.65,0.43,0.1,0.463,0.3463,0.557,0.198680164399531,2.01210860078045e-05
"5171","4","lower","No","No",">=10000","<=Level 1","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.43,0.9,0.553,0.3463,0.557,0.198680164399531,0.000243055893586565
"5172","4","higher","No","No",">=10000",">=level 2","No","Yes","White","Male","16-44",0.64,0.54,0.3,0.65,0.65,0.57,0.9,0.553,0.3463,0.167,0.198680164399531,0.000142786672069982
"5173","4","intermediate","Yes","Yes",">=10000","<=Level 1","Yes","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.35,0.43,0.9,0.463,0.6537,0.276,0.198680164399531,0.000162145898692407
"5174","4","intermediate","No","Yes","<10000",">=level 2","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.57,0.1,0.463,0.3463,0.276,0.198680164399531,5.66415225862529e-06
"5175","4","lower","No","Yes",">=10000","<=Level 1","Yes","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.35,0.43,0.9,0.463,0.3463,0.557,0.198680164399531,9.11072776378228e-05
"5176","4","higher","Yes","Yes",">=10000",">=level 2","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.57,0.9,0.463,0.6537,0.167,0.198680164399531,5.82251761498305e-05
"5177","4","higher","Yes","Yes","<10000",">=level 2","No","No","BME","Female",">=45",0.36,0.46,0.7,0.35,0.65,0.57,0.1,0.463,0.6537,0.167,0.198680164399531,1.50954160388449e-05
"5178","4","lower","No","Yes","<10000","<=Level 1","Yes","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.35,0.43,0.1,0.463,0.3463,0.557,0.198680164399531,2.01210860078045e-05
"5179","4","lower","Yes","No",">=10000","<=Level 1","No","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.65,0.43,0.9,0.553,0.6537,0.557,0.198680164399531,0.00158242368364953
"5180","4","intermediate","Yes","No",">=10000",">=level 2","Yes","Yes","BME","Female","16-44",0.64,0.46,0.7,0.65,0.35,0.57,0.9,0.553,0.6537,0.276,0.198680164399531,0.000476762206216024
"5181","4","higher","No","Yes","<10000",">=level 2","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.57,0.1,0.463,0.3463,0.167,0.198680164399531,1.74341321646628e-05
"5182","4","higher","No","No",">=10000","<=Level 1","Yes","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.35,0.43,0.9,0.553,0.3463,0.167,0.198680164399531,2.66044765685217e-05
"5183","4","intermediate","No","No",">=10000","<=Level 1","No","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.65,0.43,0.9,0.553,0.3463,0.276,0.198680164399531,0.000190532658538634
"5184","4","intermediate","No","Yes",">=10000","<=Level 1","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.43,0.9,0.463,0.3463,0.276,0.198680164399531,8.38401929121591e-05
"5185","4","lower","Yes","Yes",">=10000","<=Level 1","No","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.65,0.43,0.9,0.463,0.6537,0.557,0.198680164399531,0.000305743009679955
"5186","4","higher","Yes","Yes",">=10000",">=level 2","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.57,0.9,0.463,0.6537,0.167,0.198680164399531,0.00029618893954479
"5187","4","intermediate","No","Yes","<10000",">=level 2","No","Yes","White","Male",">=45",0.36,0.54,0.3,0.65,0.65,0.57,0.1,0.463,0.3463,0.276,0.198680164399531,1.23485555452017e-05
"5188","4","higher","Yes","No",">=10000","<=Level 1","No","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.65,0.43,0.9,0.553,0.6537,0.167,0.198680164399531,0.000255469311723008
"5189","4","higher","Yes","No","<10000","<=Level 1","Yes","Yes","White","Female","16-44",0.64,0.46,0.3,0.65,0.35,0.43,0.1,0.553,0.6537,0.167,0.198680164399531,1.0362952680122e-05
"5190","4","lower","Yes","Yes","<10000",">=level 2","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.57,0.1,0.463,0.6537,0.557,0.198680164399531,4.00730444350274e-05
"5191","4","higher","Yes","Yes","<10000","<=Level 1","No","No","White","Female","16-44",0.64,0.46,0.3,0.35,0.65,0.43,0.1,0.463,0.6537,0.167,0.198680164399531,8.67639618606961e-06
"5192","4","intermediate","Yes","Yes","<10000","<=Level 1","Yes","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.35,0.43,0.1,0.463,0.6537,0.276,0.198680164399531,3.92775779441235e-05
"5193","4","intermediate","No","Yes",">=10000",">=level 2","Yes","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.35,0.57,0.9,0.463,0.3463,0.276,0.198680164399531,5.09773703276276e-05
"5194","4","lower","No","Yes","<10000",">=level 2","Yes","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.35,0.57,0.1,0.463,0.3463,0.557,0.198680164399531,6.15510859988295e-06
"5195","4","higher","No","No","<10000",">=level 2","No","No","White","Female",">=45",0.36,0.46,0.3,0.35,0.65,0.57,0.1,0.553,0.3463,0.167,0.198680164399531,4.09342133249057e-06
"5196","4","lower","No","Yes",">=10000","<=Level 1","No","Yes","BME","Male",">=45",0.36,0.54,0.7,0.65,0.65,0.43,0.9,0.463,0.3463,0.557,0.198680164399531,0.000394798203097232
"5197","4","intermediate","No","No","<10000",">=level 2","Yes","No","BME","Male",">=45",0.36,0.54,0.7,0.35,0.35,0.57,0.1,0.553,0.3463,0.276,0.198680164399531,9.97806802926765e-06
"5198","4","intermediate","Yes","No","<10000",">=level 2","Yes","No","White","Male",">=45",0.36,0.54,0.3,0.35,0.35,0.57,0.1,0.553,0.6537,0.276,0.198680164399531,8.07226979588169e-06
"5199","4","lower","Yes","No","<10000",">=level 2","Yes","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.35,0.57,0.1,0.553,0.6537,0.557,0.198680164399531,2.89613802016496e-05
"5200","4","intermediate","Yes","No","<10000",">=level 2","No","No","White","Male","16-44",0.64,0.54,0.3,0.35,0.65,0.57,0.1,0.553,0.6537,0.276,0.198680164399531,2.66513034530697e-05
"5201","4","intermediate","No","Yes","<10000",">=level 2","Yes","No","BME","Male","16-44",0.64,0.54,0.7,0.35,0.35,0.57,0.1,0.463,0.3463,0.276,0.198680164399531,1.48518239824824e-05
"5202","4","higher","Yes","No","<10000",">=level 2","No","No","BME","Female","16-44",0.64,0.46,0.7,0.35,0.65,0.57,0.1,0.553,0.6537,0.167,0.198680164399531,3.20528536385169e-05
"5203","4","lower","Yes","Yes","<10000","<=Level 1","Yes","Yes","BME","Female",">=45",0.36,0.46,0.7,0.65,0.35,0.43,0.1,0.463,0.6537,0.557,0.198680164399531,3.79819633938833e-05
"5204","4","higher","No","No","<10000","<=Level 1","No","Yes","White","Female",">=45",0.36,0.46,0.3,0.65,0.65,0.43,0.1,0.553,0.3463,0.167,0.198680164399531,5.73489354602062e-06
"5205","4","intermediate","Yes","Yes",">=10000",">=level 2","No","Yes","BME","Male","16-44",0.64,0.54,0.7,0.65,0.65,0.57,0.9,0.463,0.6537,0.276,0.198680164399531,0.000870239758502856
